"Release Date","Movie","Genre","ProductionBudget","DomesticBox Officeto Date","Trailer"
"","Peter Brook: The Tightrope","Documentary","","$19,365",""
"","Somewhere Slow","Drama","","$0",""
"","That Awkward Moment","Romantic Comedy","$8,000,000","$26,068,955","Play"
"","Tim's Vermeer","Documentary","","$1,670,806",""
"","The Wait","Drama","","$2,109",""
"","Warhouse","Horror","","$0",""
"","Xi you ji: Da nao tian gong","","","$0",""
"February 3","The Disappearance of Eleanor Rigby","Drama","","$587,152","Play"
"","Starry Eyes","Horror","","$0",""
"February 4","Code Red","Horror","","$0",""
"","Finding Faith","Drama","","$0",""
"","Hawking","Documentary","","$0",""
"","Jules et Jim","Drama","","$0",""
"","Justice League: War","Action","","$0",""
"","Pride and Perseverance: The Story of the Negro Leagues","Documentary","","$0",""
"","Scorned","Thriller/Suspense","","$0",""
"February 5","Afternoon of a Faun: Tanaquil Le Clercq","Documentary","","$172,120",""
"February 6","Art Machine","Comedy","","$0",""
"","The Interview","Comedy","$44,000,000","$6,105,175","Play"
"","The Lego Movie","Adventure","$60,000,000","$257,784,718","Play"
"February 7","7 cajas","Action","","$0",""
"","After the Dark","Thriller/Suspense","","$0",""
"","Alphaville, une étrange aventure de Lemmy Caution","Drama","","$43,729",""
"","Cavemen","Comedy","","$0",""
"","Demi-Soeur","Comedy","","$943",""
"","A Fantastic Fear of Everything","Black Comedy","","$0",""
"","A Field in England","Thriller/Suspense","","$32,846",""
"","Hasee Toh Phasee","Romantic Comedy","","$336,985",""
"","Jimmy P.","Drama","","$25,274",""
"","Kids for Cash","Documentary","","$143,178",""
"","Love & Air Sex","Comedy","","$6,047",""
"","The Monuments Men","Drama","$70,000,000","$78,031,620","Play"
"","Not for Human Consumption","Drama","","$0",""
"","Nurse 3D","Horror","$10,000,000","$0",""
"","The Outsider","Action","","$0",""
"","The Pretty One","Comedy","","$13,769",""
"","Sinbad: The Fifth Voyage","Adventure","","$0",""
"","Someone Marry Barry","Romantic Comedy","","$0",""
"","Vampire Academy","Drama","","$7,791,979","Play"
"","Vic + Flo ont vu un ours","Drama","","$0",""
"","Welcome to the Jungle","Comedy","","$0",""
"February 11","And Then There Was You","Drama","","$0",""
"","Blank: A Vinylmation Love Story","","","$0",""
"","Chastity Bites","Comedy","","$0",""
"","L'immortel","Action","","$0",""
"","Killing Kennedy","Drama","","$0",""
"","Mike Tyson: Undesputed Truth","Comedy","","$0",""
"","Pokazatelnyy protess: Istoriya Pussy Riot","Documentary","","$0",""
"February 12","The New Black","Documentary","","$0",""
"","RoboCop","Action","$120,000,000","$58,607,007","Play"
"February 13","Romeo and Juliet","Concert/Performance","","$0",""
"February 14","About Last Night","Romantic Comedy","$13,000,000","$48,637,684","Play"
"","Adult World","Comedy","","$19,731",""
"","Bei Jing Ai Qing Gu Shi","Drama","","$423,598",""
"","Date and Switch","Comedy","","$0",""
"","Down and Dangerous","Thriller/Suspense","","$0",""
"","Endless Love","Drama","$20,000,000","$23,438,250","Play"
"","Girl on a Bicycle","Romantic Comedy","","$91,401",""
"","Gunday","Action","","$0",""
"","House of Versace","Drama","","$0",""
"","Je t'aime, je t'aime","Drama","","$67,503",""
"","Lucky Bastard","Thriller/Suspense","","$0",""
"","Mou Sha Shi Shui Nian Hua","Thriller/Suspense","","$0",""
"","Snabba cash II","Action","","$0",""
"","Winter's Tale","Drama","$60,000,000","$12,600,231","Play"
"February 18","Battle of the Damned","Action","","$0",""
"","Foreign Corespondent","Thriller/Suspense","","$0",""
"","The Invoking","Horror","","$0",""
"","Pompeii: Doomed City","Documentary","","$0",""
"","Strawberry Shortcake: Berry Big Help","Adventure","","$0",""
"February 19","Mangiati vivi","Horror","","$0",""
"","Pozitia copiului","Drama","","$218,224",""
"February 20","Mr. Peabody & Sherman","Adventure","$145,000,000","$111,506,430","Play"
"February 21","3 Days to Kill","Thriller/Suspense","$28,000,000","$30,697,999","Play"
"","Aaha Kalyanam","Romantic Comedy","","$0",""
"","Almost Human","Horror","","$5,710",""
"","Angels in Stardust","Drama","","$0",""
"","Barefoot","Romantic Comedy","","$15,071",""
"","Black Out","Action","","$2,734",""
"","Elaine Stritch: Shoot Me","Documentary","","$330,083",""
"","Highway","Drama","","$529,136",""
"","Holy Ghost People","Thriller/Suspense","","$0",""
"","In Secret","Thriller/Suspense","","$444,179",""
"","Pompeii","Drama","$80,000,000","$23,169,033","Play"
"","Southern Baptist Sissies","Drama","","$0",""
"February 22","National Theatre Live: Coriolanus","Concert/Performance","","$0",""
"February 25","The 300 Spartans","Action","","$0",""
"","Artifact","Documentary","","$0",""
"","Fighting for a Generation: 20 Years in the UFC","Documentary","","$0",""
"","The Guide","Thriller/Suspense","","$0",""
"","Hank: 5 Years from the Brink","Documentary","","$0",""
"","Ice Soldiers","Action","","$0",""
"","Lesson Before Love","Drama","","$0",""
"","Silent But Deadly","Black Comedy","","$0",""
"","The Swan Princess A Royal Family Tale","","","$0",""
"","The Wedding Pact","Romantic Comedy","","$0",""
"February 27","Anita Ho","Comedy","","$3,050",""
"February 28","Assistance mortelle","Documentary","","$3,000",""
"","The Bag Man","Thriller/Suspense","","$56,574",""
"","Bottled Up","Drama","","$0",""
"","Chlorine","Comedy","","$0",""
"","Hairbrained","Comedy","","$0",""
"","Jaatishwar","Musical","","$0",""
"","The Lunchbox","Drama","$1,700,000","$4,231,500",""
"","Non-Stop","Action","$50,000,000","$91,742,160","Play"
"","Odd Thomas","Comedy","","$0",""
"","Repentance","Thriller/Suspense","","$1,189,612",""
"","Shaadi Ke Side Effects","Romantic Comedy","","$0",""
"","Son of God","Drama","$22,000,000","$59,700,064","Play"
"March 4","Big Bad Wolf","Horror","","$0",""
"","The Facility","Horror","","$0",""
"","Floquet de Neu","Adventure","","$0",""
"","Noah and the Great Ark","","","$0",""
"","Super Bowl XXLVIII Champions: Seattle Seahawks","Documentary","","$0",""
"","Wicked Blood","Action","$3,500,000","$0",""
"March 5","The Grand Budapest Hotel","Comedy","$31,000,000","$59,076,019","Play"
"","Particle Fever","Documentary","","$869,838",""
"March 7","300: Rise of an Empire","Action","$110,000,000","$106,580,051","Play"
"","Avant l'hiver","Drama","","$53,970",""
"","Awful Nice","Comedy","","$0",""
"","Bethlehem","Thriller/Suspense","","$127,115",""
"","A Farewell to Fools","Black Comedy","","$0",""
"","Haunt","Horror","","$0",""
"","Missing William","Drama","","$0",""
"","Queen","Drama","","$0",""
"","Total Siyapaa","Romantic Comedy","","$0",""
"","War of the World's Goliath","Adventure","","$13,385",""
"","Ya Rab","Drama","","$0",""
"March 11","Abner the Invisible Dog","","","$0",""
"","Against the Wild","Adventure","$1,800,000","$0",""
"","Barbie: The Pearl Princess","Adventure","","$0",""
"","Puncture Wounds","Drama","","$0",""
"","Dark House","Horror","","$0",""
"","The Hungover Games","Comedy","","$0",""
"","In the Name of the King III","Action","$3,500,000","$0",""
"","Lego Star Wars: The Yoda Chronicles","Action","","$0",""
"","Pig","Thriller/Suspense","","$0",""
"March 13","Need for Speed","Action","$66,000,000","$43,568,507","Play"
"March 14","The Art of the Steal","Comedy","","$61,446",""
"","Bad Words","Comedy","$10,000,000","$7,779,614","Play"
"","Better Living Through Chemistry","Black Comedy","","$72,273",""
"","Bewakoofiyaan","Romantic Comedy","","$0",""
"","Big Men","Documentary","","$55,032",""
"","The Cold Lands","Drama","","$0",""
"","Enemy","Thriller/Suspense","","$1,005,824",""
"","Exposed","Documentary","","$0",""
"","Ocho Apellidos Vascos","Comedy","","$0",""
"","Patrick: Evil Awakens","Horror","","$0",""
"","The Retrieval","Western","","$50,257",""
"","The Right Kind of Wrong","Drama","","$2,098",""
"","Shirin in Love","Romantic Comedy","","$0",""
"","Teenage","Documentary","","$40,169",""
"","Tiger & Bunny the Movie: The Rising","Action","","$61,562",""
"","Tyler Perry's The Single Moms Club","Comedy","","$15,995,891","Play"
"","Under the Skin","Thriller/Suspense","$13,300,000","$2,614,251",""
"","uwantme2killhim?","Thriller/Suspense","","$0",""
"","Veronica Mars","Drama","$6,000,000","$3,322,127","Play"
"","The Word","Drama","$200,000","$3,648",""
"March 15","Liars, Fires, and Bears","Black Comedy","","$0",""
"March 18","Cybergeddon","Thriller/Suspense","","$0",""
"","The Horror at 37,000 Feet","Horror","","$0",""
"","The Hunchback of Notra Dame","Drama","","$0",""
"","Jeff Dunham's Achmed Saves America","Concert/Performance","","$0",""
"","Jin Gang Wang","Action","","$0",""
"","Signature Sounds: The Music of the WWE","Documentary","","$0",""
"","The Slumber Party Massacre","Black Comedy","","$0",""
"March 19","L'image manquante","Documentary","","$51,337",""
"March 20","Rio 2","Adventure","$130,000,000","$131,538,435","Play"
"March 21","50 to 1","Drama","$10,000,000","$1,069,454",""
"","American Revolutionary: The Evolution of Grace Lee Boggs","Documentary","","$0",""
"","Anita: Speaking Truth to Power","Documentary","","$172,634",""
"","A Birder’s Guide to Everything","Comedy","","$0",""
"","Cheap Thrills","Thriller/Suspense","$100,000","$59,424",""
"","Cuban Fury","Comedy","","$57,105",""
"","Divergent","Adventure","$85,000,000","$150,947,895","Play"
"","Falcon Song","Western","","$0",""
"","God’s Not Dead","Drama","$1,150,000","$60,755,732","Play"
"","It Felt Like Love","Drama","","$33,817",""
"","Jodorowsky’s Dune","Documentary","","$646,512",""
"","John Doe: Vigilante","Thriller/Suspense","","$0",""
"","Maladies","Drama","","$0",""
"","McCanick","Drama","","$0",""
"","Muppets Most Wanted","Comedy","$55,000,000","$51,178,893","Play"
"","Nymphomaniac: Volume I","Drama","","$785,896",""
"","Nymphomaniac: Volume II","Drama","","$327,167",""
"","Quai d’Orsay","Comedy","","$12,027",""
"","Rob the Mob","Drama","","$206,909",""
"","Stay","Drama","","$0",""
"March 25","Avengers Confidential Black Widow & Punisher","Action","","$0",""
"","Beast of the Bering Sea","","","$0",""
"","Best Friends Forever","Black Comedy","","$0",""
"","Geography Club","Comedy","","$0",""
"","Performance","Drama","","$0",""
"","Sap ji sang ciu","Action","","$0",""
"","Scooby-Doo: Wrestlemania Mystery","Adventure","","$0",""
"March 27","Noah","Drama","$130,000,000","$101,200,044","Play"
"March 28","Blumenthal","Comedy","","$0",""
"","Boys of Abu Ghraib","Thriller/Suspense","","$0",""
"","Breathe In","Drama","","$88,100",""
"","Captain America: The Winter Soldier","Action","$170,000,000","$259,746,958","Play"
"","Cesar Chavez","Drama","","$5,571,497","Play"
"","Finding Vivian Maier","Documentary","","$1,509,131",""
"","Greencard Warriors","Drama","","$0",""
"","Hide Your Smiling Faces","Drama","","$3,576",""
"","Ida","Drama","$2,600,000","$3,827,060",""
"","Jews of Egypt","Documentary","","$4,506",""
"","Locker 13","Thriller/Suspense","$300,000","$3,496",""
"","Mistaken for Strangers","Documentary","","$138,991",""
"","No God, No Master","Drama","","$6,796",""
"","Refuge","Drama","","$2,554",""
"","Road to the Open","Comedy","","$0",""
"","Sabotage","Action","$35,000,000","$10,508,518","Play"
"","Serbuan maut 2: Berandal","Action","","$2,625,803",""
"April 1","Seal Team 8: Behind Enemy Lines","Action","","$0",""
"","Birds of Paradise","Adventure","","$0",""
"","Kingu Kongu no gyakushu","","","$0",""
"","King Kong vs. Godzilla","Action","","$0",""
"","The Little Rascals Save the Day","Comedy","","$0",""
"","The Pirate Fairy","Adventure","","$0",""
"","Somuncu Baba: Askin Sirri","Drama","","$0",""
"","Ultimate Warrior: The Ultimate Collection","Documentary","","$0",""
"April 2","Samba","Comedy","","$151,530","Play"
"","The Unknown Known","Documentary","","$275,658",""
"April 4","10 Rules for Sleeping Around","Romantic Comedy","","$0",""
"","Afflicted","Horror","","$121,179",""
"","Alan Partridge","Comedy","","$153,426",""
"","Alien Abduction","Thriller/Suspense","","$12,087",""
"","Flex is Kings","Documentary","","$5,418",""
"","The Galapagos Affair: Satan Came to Eden","Documentary","","$247,159",""
"","Goodbye World","Comedy","","$0",""
"","In the Blood","Action","","$0",""
"","Les Infideles","Comedy","","$9,552",""
"","Island of Lemurs: Madagascar","Documentary","","$10,686,628","Play"
"","Jinn","Thriller/Suspense","","$202,348",""
"","Main Tera Hero","Comedy","","$274,579",""
"April 7","Flutter","Drama","","$0",""
"April 8","Bad Asses","Action","","$0",""
"","Black Jack","","","$0",""
"","Cocaine Cowboys Reloaded","Documentary","","$0",""
"","Funny Face","Musical","","$0",""
"","Lizzie Borden Toon and Ax","Drama","","$0",""
"","Sabrina","Romantic Comedy","","$0",""
"","Sir Billi","Adventure","","$0",""
"April 10","Hoje Eu Quero Voltar Sozinho","Drama","","$101,451",""
"","Nfinity Champions League Cheerleading Event","Concert/Performance","","$0",""
"","Trust Me","Comedy","","$0",""
"April 11","Bhoothnath Returns","Comedy","","$0",""
"","The Butterfly Room","Thriller/Suspense","","$1,081",""
"","Dancing in Jaffa","Documentary","","$136,257",""
"","Disco Singh","Comedy","","$0",""
"","Draft Day","Drama","$25,000,000","$28,842,237","Play"
"","A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times","Documentary","","$0",""
"","Go with Le Flo","Comedy","","$0",""
"","Hank and Asha","Romantic Comedy","","$16,878",""
"","Hateship Loveship","Drama","","$51,610",""
"","Jesus People","Comedy","$250,000","$0",""
"","Joe","Drama","$4,000,000","$373,375",""
"","Kochadaiiyaan","Action","","$583,172",""
"","A Long Way Down","Drama","","$13,347",""
"","Oculus","Horror","$5,000,000","$27,695,246","Play"
"","Perfect Sisters","Drama","","$0",""
"","The Railway Man","Drama","$18,000,000","$4,438,438",""
"April 14","Tales of Terror","Black Comedy","","$0",""
"April 15","95ers: Time Runners","Thriller/Suspense","","$0",""
"","Cowgirls n' Angels 2: Dakota's Summer","Adventure","","$0",""
"","Double Indemnity","Drama","","$0",""
"","Flowers in the Attic","Drama","","$0",""
"","Gabby Douglas Story","Drama","","$0",""
"","Nae-ga-sal-beom-i-da","Thriller/Suspense","","$0",""
"April 16","The Amazing Spider-Man 2","Action","$200,000,000","$202,853,933","Play"
"","Antboy","Adventure","","$0",""
"","Heaven is for Real","Drama","$12,000,000","$91,386,097","Play"
"","Pelo malo","Drama","","$0",""
"","Qu'est ce qu'on a fait au bon dieu","Comedy","","$0",""
"","Visions of Mary Frank","Documentary","","$0",""
"April 17","El critico","Comedy","","$7,358",""
"","Fading Gigolo","Comedy","","$3,747,833",""
"","Virunga","Documentary","","$0",""
"April 18","13 Sins","Horror","","$9,134",""
"","2 States","Drama","","$2,238,175",""
"","Authors Anonymous","Comedy","","$0",""
"","Bears","Documentary","","$17,780,194","Play"
"","The Final Member","Documentary","","$11,428",""
"","Gabrielle","Drama","","$4,804",""
"","Half the Road","Documentary","","$4,783",""
"","A Haunted House 2","Comedy","$4,000,000","$17,329,487","Play"
"","Kid Cannabis","Drama","","$5,565",""
"","Loitering with Intent","Comedy","","$0",""
"","Menu degustacio","Comedy","","$18,686",""
"","Mi verano con Amanda 3","Action","","$0",""
"","Mo jing","Horror","","$172,010",""
"","Poseidon Rex","Action","","$0",""
"","Proxy","Thriller/Suspense","","$0",""
"","Redwood Highway","Drama","","$134,049",""
"","Small Time","Drama","","$0",""
"","Trailer Park Boys 3: Don’t Legalize It","Comedy","","$2,090,607",""
"","Transcendence","Thriller/Suspense","$100,000,000","$23,022,309","Play"
"April 21","NOW: In the Wings on a World Stage","Documentary","","$49,591",""
"April 22","The Address","Documentary","","$0",""
"","Du skal aere din hustru","","","$0",""
"","Get Carter","Thriller/Suspense","","$0",""
"","The Lies We Tell But the Secrets We Keep","Drama","","$0",""
"","Riot in Cell Block 11","Drama","","$0",""
"","Tyler Perry's Madea's Neighbors From Hell","Concert/Performance","","$0",""
"April 23","Brick Mansions","Action","$28,000,000","$20,396,829","Play"
"","From the Rough","Drama","","$150,000",""
"","The Other Woman","Comedy","$40,000,000","$83,911,193","Play"
"April 25","Beneath the Harvest Sky","Drama","","$34,768",""
"","Blue Ruin","Thriller/Suspense","$420,000","$258,384",""
"","For No Good Reason","Documentary","","$67,105",""
"","Met Meisje en de Dood","Drama","","$0",""
"","Last Passenger","Thriller/Suspense","","$9,326",""
"","Locke","Thriller/Suspense","","$1,370,646",""
"","The Machine","Thriller/Suspense","","$0",""
"","The Quiet  Ones","Horror","","$8,509,867","Play"
"","Tong zhuo de ni","Drama","","$0",""
"","Uvanga","","","$23,336",""
"","Walking with the Enemy","Drama","","$0",""
"","We Could Be King","Documentary","","$0",""
"","Who is Dayani Cristal?","Documentary","","$18,190",""
"April 26","Half of a Yellow Sun","Drama","","$54,529",""
"April 29","Bad Country","Action","","$0",""
"","El Capitan Trueno y el Santo Grial","Adventure","","$0",""
"","Couleur de peau: Miel","","","$0",""
"","Dead Shadows","Horror","","$0",""
"","Les demons","Horror","","$0",""
"","Jim Gaffigan: Obsessed","Concert/Performance","","$0",""
"","Il sorpasso","","","$0",""
"","The Wind and The Lion","","","$0",""
"April 30","Anaamika","Thriller/Suspense","","$0",""
"","Kotha Janta","Romantic Comedy","","$0",""
"","The M Word","Romantic Comedy","","$21,130",""
"May 1","Mememe no kurage","Comedy","","$8,176",""
"May 2","Bad Johnson","Comedy","","$0",""
"","Belle","Drama","","$10,726,630","Play"
"","Blutgletscher","Horror","","$0",""
"","Decoding Annie Parker","Drama","","$39,850",""
"","Dil Vil Pyar Vyar","Drama","","$0",""
"","Documented","Documentary","","$30,662",""
"","Farmland","Documentary","","$0",""
"","Friended to Death","Black Comedy","","$0",""
"","Journey of a Female Comic","Documentary","","$0",""
"","More Than the Rainbow","Documentary","","$1,677",""
"","Mr. Jones","Horror","","$0",""
"","My Sweet Pepper Land","Drama","","$0",""
"","Pour une femme","Drama","","$122,764",""
"","The Stag","Comedy","","$0",""
"","Walk of Shame","Comedy","","$59,209","Play"
"","Water & Power","Drama","$600,000","$42,557",""
"","Whitewash","Drama","","$0",""
"May 5","Still","Thriller/Suspense","","$0",""
"May 6","Ace in the Hole","Drama","","$0",""
"","Jay & Silent Bob's Super Groovy Cartoon Movie","Action","","$0",""
"","Lewis Black: Old Yeller - Live at the Borgata","Concert/Performance","","$0",""
"","A Long Way Off","Drama","","$28,951",""
"","Separate But Equal","Drama","","$0",""
"","Son of Batman","Action","","$0",""
"","The Women","Comedy","","$0",""
"May 7","Breastmilk","Documentary","","$0",""
"","Llyn Foulkes One Man Band","Documentary","","$0",""
"May 8","Tracks","Drama","","$509,815",""
"May 9","Aberdeen","Drama","","$0",""
"","Avis de mistral","","","$191,839",""
"","Banghwanghaneun Kalnel","Thriller/Suspense","","$0",""
"","Chef","Comedy","","$31,424,004","Play"
"","Devil’s Knot","Drama","","$0",""
"","The Double","Comedy","","$200,406",""
"","Fed Up","Documentary","","$1,538,898",""
"","God’s Pocket","Drama","","$166,457",""
"","The Hornet’s Nest","Documentary","","$312,706",""
"","Legends of Oz: Dorothy’s Return","Adventure","$70,000,000","$8,462,347","Play"
"","Moms’ Night Out","Comedy","$5,000,000","$10,429,707","Play"
"","Neighbors","Comedy","$18,000,000","$150,086,800","Play"
"","Palo Alto","Drama","$1,000,000","$767,732",""
"","Stage Fright","Horror","","$7,078",""
"","Les yeux jaunes des crocodiles","","","$76,493",""
"May 10","Million Dollar Arm","Drama","$25,000,000","$36,447,959","Play"
"May 12","The Roughnecks","Documentary","","$0",""
"May 13","Dave Clark Five & Beyond: Glad All Over","Documentary","","$0",""
"","Evilspeak","Horror","","$0",""
"","Final Exam","Horror","","$0",""
"","Overlord","Drama","","$0",""
"","Sign Painters","Documentary","","$0",""
"","Wrestlemania XXX","Concert/Performance","","$0",""
"May 14","Godzilla","Action","$160,000,000","$200,676,069","Play"
"May 15","Grace of Monaco","Drama","$30,000,000","$0",""
"","Praia do Futuro","Drama","$4,000,000","$20,620",""
"May 16","Casse-tête chinois","Romantic Comedy","","$336,500",""
"","The Discoverers","Comedy","","$0",""
"","Don Peyote","Drama","","$0",""
"","The Immigrant","Drama","$16,000,000","$2,013,456","Play"
"","Maybe This Time","Romantic Comedy","","$0",""
"","Next  Year Jerusalem","Documentary","","$8,093",""
"","A Night in Old Mexico","Drama","","$0",""
"","A People Uncounted","Documentary","","$930",""
"","A Short History of Decay","Comedy","","$0",""
"","SX_TAPE","Horror","","$0",""
"","The Two Faces of January","Thriller/Suspense","","$507,463",""
"","Wolf Creek 2","Horror","","$0",""
"May 20","16 Acres","Documentary","","$0",""
"","The Big Ask","Black Comedy","","$0",""
"","Garage Sale Mystery","Drama","","$0",""
"","JLA Adventures: Trapped in Time","Action","","$0",""
"","Mischief Night","Drama","","$0",""
"","Sophia Grace And Rosie' s Royal Adventure","Adventure","","$0",""
"","Terry Fator: Live in Concert","Concert/Performance","","$0",""
"May 21","Deux jours, une nuit","Drama","","$1,423,552",""
"","X-Men: Days of Future Past","Action","$200,000,000","$233,921,534","Play"
"May 22","Abus de faiblesse","Drama","","$31,557",""
"","Blended","Romantic Comedy","$45,000,000","$46,290,741","Play"
"","Thunder and the House of Magic","Adventure","$34,000,000","$4,091",""
"","Words and Pictures","Romantic Comedy","","$2,171,257","Play"
"May 23","Accident","Drama","","$17,161",""
"","The Angriest Man in Brooklyn","Comedy","","$0",""
"","Cold in July","Thriller/Suspense","","$423,223",""
"","La danza de la realidad","Drama","","$293,680",""
"","Gore Vidal: The United States of Amnesia","Documentary","","$133,296",""
"","Grand départ","Drama","","$459",""
"","Heropanti","","","$63,649",""
"","Lila, Lila","Comedy","","$0",""
"","The Love Punch","Comedy","","$0",""
"","Return to the Hiding Place","Drama","","$0",""
"","Stand Clear of the Closing Doors","Drama","","$17,282",""
"","This is Where We Live","Drama","","$0",""
"","Yeok-rin","Drama","","$0",""
"May 26","Before You Know It","Documentary","","$0",""
"May 27","An Adventure in Space and Time","Drama","","$0",""
"","The Dinosaur Experiment","","","$0",""
"","L'eden et apres","Drama","","$0",""
"","Greatest Wrestling Factions","","","$0",""
"","Hitler and the Nazis","Documentary","","$0",""
"","L'homme qui ment","Drama","","$0",""
"","Sleepaway Camp","","","$0",""
"","Tapped Out","Action","","$0",""
"","The Trials of Cate McCall","Drama","","$0",""
"May 28","Edge of Tomorrow","Action","$178,000,000","$100,206,256","Play"
"","The Life and Crimes of Doris Payne","Documentary","","$0",""
"","Maleficent","Adventure","$180,000,000","$241,407,328","Play"
"","A Million Ways to Die in The West","Comedy","$40,000,000","$42,720,965","Play"
"May 29","The Trip to Italy","Comedy","","$2,873,758",""
"","Under the Electric Sky","Documentary","","$0",""
"May 30","47 to 84 - Hun Main Kisnu Watan Kahunga","Drama","","$0",""
"","Delivery: The Beast Within","Horror","","$0",""
"","Elena","Documentary","","$25,866",""
"","Emoticon","Drama","","$11,761",""
"","The Grand Seduction","Comedy","","$3,409,304",""
"","Jimmy's Hall","Drama","","$560,341","Play"
"","Korengal","Documentary","","$101,310",""
"","Lucky Them","Romantic Comedy","","$48,995",""
"","Michael Kohlhaas","Drama","","$0",""
