"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"February 28","Donnie Brasco","Drama","$35,000,000","$41,954,997","","1997"
"","Follow Me Home","","","$5,000","","1997"
"","Hard Eight","Drama","","$142,356","","1997"
"","Kama Sutra","Drama","$3,000,000","$4,109,095","","1997"
"","Smilla's Sense of Snow","Thriller/Suspense","$35,000,000","$2,221,994","","1997"
"March 5","The Daytrippers","Romantic Comedy","","$2,096,256","","1997"
"","Rhyme & Reason","Documentary","","$1,591,687","","1997"
"","The Watermelon Woman","Drama","$300,000","$42,735","","1997"
"March 7","Boys Life 2","Drama","","$479,504","","1997"
"","Good Luck","","","$39,962","","1997"
"","Jerusalem","","","$5,000","","1997"
"","Jungle 2 Jungle","Comedy","","$59,925,026","","1997"
"","Private Parts","Comedy","","$41,198,146","","1997"
"March 14","City of Industry","Drama","","$1,554,338","","1997"
"","Drunks","Drama","","$5,000","","1997"
"","J'en Suis","","","$510,977","","1997"
"","Love Jones","Drama","$10,000,000","$12,554,569","","1997"
"","Ponette","Drama","","$1,351,319","","1997"
"","The Substance of Fire","","","$31,638","","1997"
"March 21","Liar Liar","Comedy","$45,000,000","$181,410,615","","1997"
"","Selena","Drama","$20,000,000","$35,450,113","","1997"
"March 26","Cats Don't Dance","Musical","$32,000,000","$3,588,602","","1997"
"","The Devil's Own","Thriller/Suspense","$90,000,000","$42,885,593","","1997"
"March 28","B*A*P*S","Comedy","","$7,246,735","","1997"
"","Le Plus Beau Metier du Monde","","","$23,862","","1997"
"","Love and Other Catastrophes","Comedy","$250,000","$212,285","","1997"
"","The Sixth Man","Comedy","","$14,765,099","","1997"
"","Turbo: A Power Rangers Movie","Action","","$8,363,899","","1997"
"April 4","Anna Karenina","Drama","","$858,553","","1997"
"","Chasing Amy","Romantic Comedy","$250,000","$12,006,514","","1997"
"","Double Team","Action","","$11,328,565","","1997"
"","Inventing the Abbots","Drama","","$5,926,128","","1997"
"","The Saint","Action","$90,000,000","$61,363,304","","1997"
"","That Old Feeling","Romantic Comedy","","$16,408,534","","1997"
"April 9","Schizopolis","Comedy","","$250,000","","1997"
"April 11","Anaconda","Horror","$45,000,000","$65,598,907","","1997"
"","Cadillac Ranch","Adventure","","$5,000","","1997"
"","Grind","","","$5,000","","1997"
"","Grosse Pointe Blank","Black Comedy","$15,000,000","$28,084,357","","1997"
"","Keys to Tulsa","","","$57,252","","1997"
"","Kissed","","","$465,417","","1997"
"","Paradise Road","Drama","","$1,990,257","","1997"
"","Pink Flamingos","","$12,000","$413,802","","1997"
"April 18","8 Heads in a Duffel Bag","Black Comedy","$3,000,000","$3,602,884","","1997"
"","Hollow Reed","","","$244,337","","1997"
"","McHale's Navy","Comedy","$42,000,000","$4,408,420","","1997"
"","Murder at 1600","Thriller/Suspense","","$25,842,024","","1997"
"","Traveller","","","$500,649","","1997"
"April 23","Shekvarebuli kulinaris ataserti retsepti","Romantic Comedy","","$686,121","","1997"
"April 25","All Over Me","Drama","","$281,175","","1997"
"","A Brother's Kiss","Drama","","$66,961","","1997"
"","Female Perversions","Drama","","$883,973","","1997"
"","Flamenco","","","$420,392","","1997"
"","Romy and Michele's High School Reunion","Comedy","","$29,235,353","","1997"
"","Shiloh","Adventure","","$1,002,175","","1997"
"","Volcano","Action","$90,000,000","$47,546,796","","1997"
"April 30","Children of the Revolution","Comedy","","$845,391","","1997"
"May 2","Austin Powers: International Man of Mystery","Comedy","$18,000,000","$53,883,989","","1997"
"","Breakdown","Thriller/Suspense","$36,000,000","$50,159,144","","1997"
"","Broken English","Drama","","$476,070","","1997"
"","Commandments","Comedy","","$548,562","","1997"
"","Irma Vep","","","$191,164","","1997"
"","Truth or Consequences, N.M.","Action","","$54,154","","1997"
"","Un Air de Famille","","","$316,872","","1997"
"","Warriors of Virtue","Action","$35,000,000","$6,448,817","","1997"
"May 9","Father's Day","Comedy","$85,000,000","$28,681,080","","1997"
"","The Fifth Element","Action","$95,000,000","$63,570,862","","1997"
"","Nowhere","","","$176,979","","1997"
"","Twin Town","","","$74,188","","1997"
"","Underworld","","","$5,000","","1997"
"May 14","Sprung","Romantic Comedy","","$7,553,105","","1997"
"May 15","Carla's Song","Drama","","$5,000","","1997"
"May 16","Love! Valour! Compassion!","Drama","","$2,936,611","","1997"
"","Night Falls On Manhattan","Drama","","$9,889,670","","1997"
"","The Second Jungle Book: Mowgli & Baloo","","","$479,099","","1997"
"","The Van","Comedy","","$621,093","","1997"
"May 22","The Lost World: Jurassic Park","Action","$75,000,000","$229,086,679","","1997"
"May 23","Addicted To Love","Romantic Comedy","","$34,673,095","","1997"
"","Brassed Off","Comedy","","$2,589,188","","1997"
"May 27","Eight on the Lam","Comedy","","$0","","1997"
"May 30","Gone Fishin'","Comedy","","$19,745,922","","1997"
"","Rough Magic","","","$171,979","","1997"
"","Til There Was You","Romantic Comedy","","$3,525,125","","1997"
"","Trial And Error","Comedy","","$13,602,831","","1997"
"June 6","Bliss","Drama","","$207,751","","1997"
"","Buddy","Comedy","","$10,067,104","","1997"
"","Con Air","Action","$80,000,000","$101,117,573","","1997"
"","The Pillow Book","Drama","","$2,372,744","","1997"
"","Tollbooth","","","$5,000","","1997"
"June 9","Plymouth Adventure","Drama","","$0","","1997"
"June 10","The Eagle and the Hawk","Drama","","$0","","1997"
"June 13","Hercules","Adventure","$70,000,000","$99,112,101","","1997"
"","Speed 2: Cruise Control","Action","$110,000,000","$48,097,081","","1997"
"","Squeeze","Drama","","$26,764","","1997"
"","Temptress Moon","Drama","","$1,084,532","","1997"
"","Ulee's Gold","Drama","$2,700,000","$9,054,736","","1997"
"","Wedding Bell Blues","","","$22,002","","1997"
"June 18","For Roseanna","","","$111,851","","1997"
"June 20","Batman & Robin","Action","$125,000,000","$107,325,195","","1997"
"","Dream With The Fishes","Drama","$1,000,000","$542,909","","1997"
"","The Last Time I Committed Suicide","","$4,000,000","$12,836","","1997"
"","My Best Friend's Wedding","Comedy","$46,000,000","$126,813,153","","1997"
"June 25","Head Above Water","","","$32,212","","1997"
"June 27","Face/Off","Action","$80,000,000","$112,276,146","","1997"
"","The Innocent Sleep","","","$8,225","","1997"
"","Late Bloomers","","","$91,285","","1997"
"July 1","Men in Black","Adventure","$90,000,000","$250,690,539","","1997"
"July 2","Out to Sea","Comedy","","$28,985,323","","1997"
"","Wild America","Adventure","","$7,365,417","","1997"
"July 4","Guantanamera","Comedy","","$855,579","","1997"
"July 9","4 Little Girls","Documentary","","$218,444","","1997"
"July 11","Contact","Drama","$90,000,000","$100,920,329","","1997"
"","Shall We Dance?","Romantic Comedy","","$9,676,677","","1997"
"","Shooting Porn","","","$133,048","","1997"
"","A Simple Wish","Comedy","$28,000,000","$8,165,213","","1997"
"","This World, Then the Fireworks","","","$51,618","","1997"
"","Thrill Ride: The Science of Fun","Documentary","","$18,798,682","","1997"
"July 16","George Of The Jungle","Comedy","$55,000,000","$105,263,257","","1997"
"July 18","Kiss Me, Guido","Comedy","","$1,916,898","","1997"
"","Mrs. Brown","Drama","","$9,217,930","","1997"
"","Nothing To Lose","Comedy","$25,000,000","$44,480,039","","1997"
"","Operation Condor","Action","","$10,461,161","","1997"
"","The Swan Princess 2","","","$235,766","","1997"
"July 20","Cafe Society","Drama","","$6,325","","1997"
"July 23","Star Maps","Comedy","","$592,573","","1997"
"July 25","Air Force One","Action","$85,000,000","$172,956,409","","1997"
"","Box of Moonlight","Comedy","","$720,717","","1997"
"","Good Burger","Comedy","","$23,712,993","","1997"
"","Indian Summer","Comedy","","$294,467","","1997"
"","A Life Apart: Hasidism in America","","","$197,338","","1997"
"","The Winner","","","$21,000","","1997"
"July 30","One Eight Seven","Drama","","$5,747,802","","1997"
"July 31","Spawn","Action","$40,000,000","$54,979,992","","1997"
"August 1","Air Bud","Comedy","$3,000,000","$24,646,936","","1997"
"","In the Company of Men","Drama","$25,000","$2,883,661","","1997"
"","Love Serenade","Comedy","","$604,523","","1997"
"","Picture Perfect","Romantic Comedy","","$31,301,775","","1997"
"August 6","Def Jam's How To Be a Player","Comedy","$12,000,000","$14,010,363","","1997"
"","Hamsun","","","$40,000","","1997"
"August 8","Career Girls","Comedy","","$2,506,039","","1997"
"","Conspiracy Theory","Thriller/Suspense","$80,000,000","$76,118,990","","1997"
"","Free Willy 3: The Rescue","Drama","","$3,519,178","","1997"
"","Soul in the Hole","Documentary","","$10,758","","1997"
"August 13","The Full Monty","Comedy","$3,500,000","$45,950,122","","1997"
"August 15","Cop Land","Drama","$15,000,000","$44,906,632","","1997"
"","The Delta","","","$18,134","","1997"
"","Event Horizon","Horror","$60,000,000","$26,673,242","","1997"
"","Paperback Romance","","","$147,651","","1997"
"","Steel","Action","$16,000,000","$1,686,429","","1997"
"August 22","Fire","","","$501,533","","1997"
"","G.I. Jane","Drama","$50,000,000","$48,169,156","","1997"
"","Leave It To Beaver","Comedy","","$11,307,615","","1997"
"","Masterminds","Action","","$1,890,472","","1997"
"","Mimic","Horror","","$25,514,166","","1997"
"","Money Talks","Action","$25,000,000","$41,076,865","","1997"
"","Pippi Longstocking","Musical","","$779,200","","1997"
"","A Smile Like Yours","Romantic Comedy","","$3,317,930","","1997"
"","Sunday","Drama","$450,000","$410,919","","1997"
"August 24","The Grimm Brothers' Snow White","Horror","$26,000,000","$5,000","","1997"
"August 27","Hoodlum","Drama","","$23,489,997","","1997"
"","She's So Lovely","Drama","","$7,281,450","","1997"
"August 29","Excess Baggage","Comedy","","$14,351,432","","1997"
"","Kull The Conqueror","Action","","$6,086,891","","1997"
"","Texas Chainsaw Massacre: Next Generation","","","$94,558","","1997"
"September 5","Catherine's Grove","Drama","","$26,641","","1997"
"","Fire Down Below","Action","","$16,148,906","","1997"
"","Julian Po","","","$33,148","","1997"
"","Latin Boys Go to Hell","","","$189,022","","1997"
"","Mouth to Mouth","Comedy","","$62,411","","1997"
"September 12","Bandwagon","Comedy","","$44,544","","1997"
"","Different for Girls","","","$281,764","","1997"
"","The Disappearance of Garcia Lorca","Thriller/Suspense","","$226,427","","1997"
"","The End of Violence","","","$386,673","","1997"
"","The Game","Thriller/Suspense","$50,000,000","$48,265,581","","1997"
"","Marquise","","","$71,384","","1997"
"","A Self-Made Hero","","","$69,977","","1997"
"September 16","The Mad Ghoul","Horror","","$0","","1997"
"September 17","The Myth of Fingerprints","","","$505,828","","1997"
"September 19","Going All the Way","","","$86,175","","1997"
"","In & Out","Comedy","$35,000,000","$63,826,569","","1997"
"","Intimate Relations","Black Comedy","","$28,978","","1997"
"","L.A. Confidential","Drama","$35,000,000","$64,604,977","","1997"
"","The Long Way Home","Documentary","","$18,665","","1997"
"","Repulsion","","","$5,000","","1997"
"","A Thousand Acres","Drama","","$7,928,412","","1997"
"","Wes Craven's Wishmaster","Horror","","$15,719,109","","1997"
"September 26","The Assignment","Thriller/Suspense","","$600,843","","1997"
"","La conciergerie","","","$160,944","","1997"
"","The Edge","Thriller/Suspense","","$27,799,255","","1997"
"","The Ice Storm","Drama","$18,000,000","$8,038,061","","1997"
"","Kicked in the Head","","","$102,739","","1997"
"","The Lay of the Land","Comedy","","$0","","1997"
"","The Peacemaker","Action","$50,000,000","$41,263,140","","1997"
"","Soul Food","Comedy","$7,500,000","$43,492,389","","1997"
"","Trojan War","Comedy","","$217","","1997"
"October 3","Fast, Cheap & Out of Control","Documentary","","$848,801","","1997"
"","Forgotten Silver","","","$0","","1997"
"","Kiss the Girls","Thriller/Suspense","$27,000,000","$60,527,873","","1997"
"","The Locusts","","","$37,888","","1997"
"","The MatchMaker","Romantic Comedy","","$3,398,083","","1997"
"","U-Turn","Drama","","$6,690,074","","1997"
"October 4","Lewis & Clark & George","","","$5,000","","1997"
"October 5","Washington Square","Drama","","$1,775,644","","1997"
"October 8","Gang Related","Drama","","$5,906,773","","1997"
"","Seven Years in Tibet","Drama","$70,000,000","$37,945,884","","1997"
"","Year of the Horse","","","$243,094","","1997"
"October 10","Boogie Nights","Drama","$15,000,000","$26,410,771","","1997"
"","Dancehall Queen","","","$223,426","","1997"
"","The House of Yes","Comedy","","$617,403","","1997"
"","Most Wanted","Action","","$6,343,015","","1997"
"","Napolean","","","$100,127","","1997"
"","Rocket Man","Comedy","","$15,448,043","","1997"
"","The Sweet Hereafter","Drama","$5,000,000","$4,306,697","","1997"
"October 12","Happy Together","","","$240,442","","1997"
"October 14","Raven","Action","","$5,000","","1997"
"October 15","Snowriders 2","Documentary","","$2,287,639","","1997"
"October 17","Bean","Comedy","","$45,334,169","","1997"
"","Best Men","Comedy","","$5,000","","1997"
"","Breaking Up","","","$5,000","","1997"
"","Devil's Advocate","Drama","$57,000,000","$61,007,424","","1997"
"","Gummo","","","$87,403","","1997"
"","I Know What You Did Last Summer","Horror","$17,000,000","$72,250,091","","1997"
"","Kiss and Tell","","","$5,000","","1997"
"","Playing God","Thriller/Suspense","","$4,166,918","","1997"
"","Telling Lies in America","","","$291,000","","1997"
"October 24","Fairytale: A True Story","Drama","","$14,059,077","","1997"
"","Gattaca","Drama","$36,000,000","$12,532,777","","1997"
"","A Life Less Ordinary","Comedy","","$4,287,595","","1997"
"","Rien na va plus","","","$25,696","","1997"
"","Twilight of the Golds","","","$20,868","","1997"
"October 29","Buscando un Sueño","Drama","","$461,661","","1997"
"October 31","Critical Care","Drama","$12,000,000","$220,175","","1997"
"","Grizzly Mountain","","","$340,556","","1997"
"","I Love You, I Love You Not","","","$20,325","","1997"
"","Nueba Yol 3","Drama","","$793,112","","1997"
"","Off the Menu: The Last Days of Chasen","Documentary","","$0","","1997"
"","Red Corner","Thriller/Suspense","","$22,442,815","","1997"
"","Switchback","Action","$38,000,000","$6,504,442","","1997"
"","The Wind in the Willows","","","$72,844","","1997"
"November 7","Cold Around the Heart","","","$552","","1997"
"","The Deli","","","$5,000","","1997"
"","Eve's Bayou","Drama","$5,000,000","$14,843,425","","1997"
"","The Hanging Garden","Drama","","$925,756","","1997"
"","The James Gang","","","$5,000","","1997"
"","Mad City","Drama","$50,000,000","$10,561,038","","1997"
"","Sick","","","$191,833","","1997"
"","Starship Troopers","Action","$100,000,000","$54,768,952","","1997"
"","The Wings of the Dove","Drama","","$13,718,385","","1997"
"November 14","Anastasia","Musical","$53,000,000","$58,403,409","","1997"
"","The Jackal","Thriller/Suspense","$60,000,000","$54,956,941","","1997"
"","Kiss or Kill","Thriller/Suspense","","$771,091","","1997"
"","The Man Who Knew Too Little","Comedy","$20,000,000","$13,801,755","","1997"
"","The Mouse","","","$6,707","","1997"
"","Nick and Jane","","","$11,251","","1997"
"","One Night Stand","Drama","","$2,642,718","","1997"
"","The Tango Lesson","Drama","","$1,026,402","","1997"
"November 18","Legal Deceit","","","$5,000","","1997"
"November 21","Midnight in the Garden of Good and Evil","Drama","$35,000,000","$25,078,937","","1997"
"","Mortal Kombat: Annihilation","Action","$30,000,000","$35,927,406","","1997"
"","The Rainmaker","Drama","$40,000,000","$45,916,769","","1997"
"November 26","Alien: Resurrection","Action","$60,000,000","$47,795,018","","1997"
"","Bent","Drama","","$405,409","","1997"
"","Flubber","Comedy","$80,000,000","$92,993,801","","1997"
"","Welcome to Sarajevo","","","$429,756","","1997"
"November 28","Dead Heart","","","$1,209","","1997"
"December 3","Office Killer","Black Comedy","","$37,446","","1997"
"December 5","Good Will Hunting","Drama","$10,000,000","$138,433,435","","1997"
"","Marius et Jeannette","Romantic Comedy","","$2,835,851","","1997"
"December 12","Amistad","Drama","$40,000,000","$44,212,592","","1997"
"","Deconstructing Harry","Romantic Comedy","$20,000,000","$10,686,841","","1997"
"","For Richer or Poorer","Comedy","","$31,680,796","","1997"
"","Home Alone III","Comedy","","$30,692,437","","1997"
"","Hugo Pool","Romantic Comedy","","$3,620","","1997"
"","Les Boys","Comedy","","$4,602,341","","1997"
"","Scream 2","Horror","$24,000,000","$101,363,301","","1997"
"December 15","The Ride","Drama","","$189,635","","1997"
"December 17","The Apostle","Drama","$5,000,000","$20,733,485","","1997"
"","Guy","","","$5,000","","1997"
"December 19","Matusalem II","","","$88,675","","1997"
"","Mouse Hunt","Comedy","$38,000,000","$61,894,591","","1997"
"","Titanic","Thriller/Suspense","$200,000,000","$658,672,302","Play","1997"
"","Tomorrow Never Dies","Action","$110,000,000","$125,304,276","","1997"
"December 24","As Good as it Gets","Romantic Comedy","$50,000,000","$148,478,011","","1997"
"","The Winter Guest","Drama","","$870,290","","1997"
"December 25","An American Werewolf in Paris","Horror","","$26,570,463","","1997"
"","The Education of Little Tree","","","$161,831","","1997"
"","Jackie Brown","Drama","$12,000,000","$39,673,162","","1997"
"","Kundun","Drama","$28,000,000","$5,686,694","","1997"
"","Mr. Magoo","Comedy","","$21,437,192","","1997"
"","The Postman","Action","$80,000,000","$17,650,704","","1997"
"","Wag the Dog","Drama","$15,000,000","$43,057,470","","1997"
"December 26","Afterglow","Romantic Comedy","","$2,537,428","","1997"
"","Ma Vie en Rose","Drama","","$2,280,573","","1997"
"December 31","Allyson Is Watching","Drama","","$0","","1997"
"","Behind Enemy Lines","Action","","$0","","1997"
"","The Boxer","Drama","","$5,896,037","","1997"
"","Breast Men","Comedy","","$0","","1997"
"","Danger Zone","","","$0","","1997"
"","Demolition University","Action","","$0","","1997"
"","Driftwood","","","$0","","1997"
"","Hack","","","$0","","1997"
"","Kenpu denki beruseruku","Action","","$0","","1997"
"","Little Ghost","","","$0","","1997"
"","Oscar and Lucinda","Drama","$12,500,000","$1,612,957","","1997"
"","Playboy Biker Babes: Hot Wheels and High Heels","Documentary","","$0","","1997"
"","Playboy: Jenny McCarthy the Playboy Years","Documentary","","$0","","1997"
"","The Rage","Thriller/Suspense","","$0","","1997"
"","The Second Civil War","Comedy","","$0","","1997"
"","Steel Chariots","","","$0","","1997"
"","Walking Thunder","","","$0","","1997"
