"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"July 26","Another You","Comedy","","$2,697,777","","1991"
"","Life Stinks","Comedy","","$3,832,400","","1991"
"","Mobsters","Drama","","$20,246,790","","1991"
"","V.I. Warshawski","","","$11,128,309","","1991"
"July 31","Hot Shots!","Comedy","","$68,267,322","","1991"
"August 1","Poison","","","$609,524","","1991"
"","Slacker","","$23,000","$1,227,508","","1991"
"August 2","Body Parts","Horror","","$8,398,855","","1991"
"","Doc Hollywood","Romantic Comedy","","$54,751,779","","1991"
"August 7","Delirious","Comedy","","$4,755,853","","1991"
"August 9","Bingo","Comedy","","$8,011,019","","1991"
"","Double Impact","Action","$16,000,000","$29,090,445","","1991"
"","Pure Luck","Comedy","","$22,641,969","","1991"
"August 14","The Commitments","Drama","","$13,955,001","","1991"
"August 16","Mystery Date","Comedy","","$6,141,446","","1991"
"August 21","Barton Fink","Drama","","$5,726,463","","1991"
"August 23","Dead Again","Thriller/Suspense","","$38,016,380","","1991"
"","Defenseless","Thriller/Suspense","","$6,379,362","","1991"
"","Harley Davidson and the Marlboro Man","Action","$23,000,000","$7,018,525","","1991"
"August 30","Beastmaster 2: Through the Portal of Time","","$6,000,000","$773,490","","1991"
"","Child's Play 3","Horror","","$14,250,380","","1991"
"September 6","Company Business","Thriller/Suspense","","$1,270,483","","1991"
"September 13","Freddy's Dead: The Final Nightmare","Horror","$5,000,000","$34,872,033","","1991"
"September 18","Paradise","Drama","","$18,634,643","","1991"
"September 20","The Fisher King","Drama","$24,000,000","$41,798,224","","1991"
"","The Indian Runner","","","$191,125","","1991"
"","Late for Dinner","Drama","","$8,641,499","","1991"
"","Livin' Large!","Comedy","","$5,435,488","","1991"
"","Rambling Rose","Drama","","$6,266,621","","1991"
"September 27","Deceived","Thriller/Suspense","","$28,738,096","","1991"
"","Necessary Roughness","Comedy","","$26,255,594","","1991"
"September 29","My Own Private Idaho","Black Comedy","$2,500,000","$6,401,336","","1991"
"October 4","The Man in the Moon","Drama","","$2,853,801","","1991"
"","Ricochet","Thriller/Suspense","","$21,756,163","","1991"
"","Shout","Drama","","$3,463,620","","1991"
"","The Super","Comedy","","$11,000,863","","1991"
"","Whore","Drama","","$1,008,404","","1991"
"October 9","Homicide","Thriller/Suspense","","$2,971,661","","1991"
"","Little Man Tate","Drama","","$24,989,789","","1991"
"October 11","City of Hope","Drama","","$1,264,910","","1991"
"","Ernest Scared Stupid","Comedy","","$14,143,280","","1991"
"","Frankie and Johnny","Drama","","$22,773,535","","1991"
"","Shattered","Thriller/Suspense","","$11,511,031","","1991"
"","The Taking of Beverly Hills","Action","","$939,277","","1991"
"October 17","Hilary and Jackie","Drama","","$4,874,838","","1991"
"October 18","Antarctica","","","$65,000,000","","1991"
"","Cool As Ice","","","$1,031,420","","1991"
"","Other People's Money","Comedy","","$35,682,000","","1991"
"October 23","House Party 2","Comedy","$5,000,000","$19,438,638","","1991"
"October 25","The Butcher's Wife","Comedy","","$9,689,816","","1991"
"","Curly Sue","Comedy","","$33,644,430","","1991"
"","Due occhi diabolici","","$9,000,000","$349,618","","1991"
"","The Hitman","Action","","$4,654,288","","1991"
"November 1","29th Street","Comedy","","$1,287,171","","1991"
"","Billy Bathgate","Drama","","$15,565,363","","1991"
"","Highlander II: The Quickening","Action","","$14,184,134","","1991"
"","Liebestraum","Thriller/Suspense","","$133,645","","1991"
"","The People Under the Stairs","Horror","","$24,204,000","","1991"
"","Year of the Gun","","","$11,820,000","","1991"
"November 8","All I Want For Christmas","Comedy","","$14,812,144","","1991"
"","Strictly Business","Romantic Comedy","","$7,683,267","","1991"
"November 13","Beauty and the Beast","Musical","$20,000,000","$218,951,625","Play","1991"
"November 15","And You Thought Your Parents Were Weird","Comedy","","$202,590","","1991"
"","Cape Fear","Thriller/Suspense","$35,000,000","$79,091,969","","1991"
"","Kafka","","","$1,100,000","","1991"
"November 21","Showdown at Williams Creek","Western","","$0","","1991"
"November 22","The Addams Family","Comedy","$30,000,000","$113,502,246","","1991"
"","An American Tail: Fievel Goes West","Adventure","","$20,218,664","","1991"
"","For the Boys","Drama","","$17,684,580","","1991"
"November 27","My Girl","Comedy","$16,500,000","$58,011,485","","1991"
"December 1","Life is Sweet","Drama","","$1,516,000","","1991"
"","Naked Lunch","Drama","","$2,541,000","","1991"
"December 6","At Play in the Fields of the Lord","Drama","","$1,342,903","","1991"
"","Star Trek VI: The Undiscovered Country","Action","$27,000,000","$74,888,996","","1991"
"December 11","Critters 3","Horror","","$0","","1991"
"","Hook","Adventure","$70,000,000","$119,654,823","","1991"
"December 13","Bugsy","Drama","","$49,103,967","","1991"
"","The Last Boy Scout","Action","","$59,509,925","","1991"
"December 16","Hachi-gatsu no kyôshikyoku","Drama","","$516,431","","1991"
"December 20","Father of the Bride","Comedy","","$89,325,780","","1991"
"","JFK","Drama","$40,000,000","$70,405,498","","1991"
"","Tacones lejanos","","","$1,530,941","","1991"
"December 22","Rush","","","$7,241,350","","1991"
"December 25","Grand Canyon","Drama","","$32,350,000","","1991"
"","The Prince of Tides","Drama","$30,000,000","$74,787,599","","1991"
"","Until the End of the World","","","$752,856","","1991"
"December 27","Fried Green Tomatoes","Drama","","$81,204,830","","1991"
"December 31","Basket Case 3","Black Comedy","","$0","","1991"
"","Because It's Christmas: Barry Manilow","Concert/Performance","","$0","","1991"
"","Dune Warriors","Action","","$0","","1991"
"","Eyes of an Angel","Drama","","$0","","1991"
"","Godzilla vs. King Chidorah","","","$0","","1991"
"","Hearts of Darkness: A Filmmaker's Apocalypse","Documentary","","$0","","1991"
"","The Little Engine that Could","Adventure","","$0","","1991"
"","Neon City","","","$0","","1991"
"","The Pope Must Die","Comedy","","$582,510","","1991"
"","Rover Dangerfield","","","$0","","1991"
"","Talkin' Dirty After Dark","Comedy","","$978,775","","1991"
"","Volere volare","Comedy","","$0","","1991"
"","Where Sleeping Dogs Lie","Thriller/Suspense","","$0","","1991"
